Authors,Title,Year,Source title,Page start,Page end,Cited by
"Sincich, L.C., Zhang, Y., Tiruveedhula, P., Horton, J.C., Roorda, A.",Resolving single cone inputs to visual receptive fields,2009,Nature Neuroscience,967,969,43
"Yaksi, E., Von Saint Paul, F., Niessing, J., Bundschuh, S.T., Friedrich, R.W.",Transformation of odor representations in target areas of the olfactory bulb,2009,Nature Neuroscience,474,482,43
"Hua, Y., Sinha, R., Martineau, M., Kahms, M., Klingauf, J.",A common origin of synaptic vesicles undergoing evoked and spontaneous fusion,2010,Nature Neuroscience,1451,1453,43
"Wilhelm, B.G., Groemer, T.W., Rizzoli, S.O.",The same synaptic vesicles drive active and spontaneous release,2010,Nature Neuroscience,1454,1456,43
"Kuhlman, S.J., Tring, E., Trachtenberg, J.T.",Fast-spiking interneurons have an initial orientation bias that is lost with vision,2011,Nature Neuroscience,1121,1133,43
"Shang, Y., Haynes, P., Pírez, N., Harrington, K.I., Guo, F., Pollack, J., Hong, P., Griffith, L.C., Rosbash, M.",Imaging analysis of clock neurons reveals light buffers the wake-promoting effect of dopamine,2011,Nature Neuroscience,889,895,43
"Sul, J.H., Jo, S., Lee, D., Jung, M.W.",Role of rodent secondary motor cortex in value-based action selection,2011,Nature Neuroscience,1202,1210,43
"Kratsios, P., Stolfi, A., Levine, M., Hobert, O.",Coordinated regulation of cholinergic motor neuron traits through a conserved terminal selector gene,2012,Nature Neuroscience,205,214,43
"Shinohara, R., Thumkeo, D., Kamijo, H., Kaneko, N., Sawamoto, K., Watanabe, K., Takebayashi, H., Kiyonari, H., Ishizaki, T., Furuyashiki, T., Narumiya, S.","A role for mDia, a Rho-regulated actin nucleator, in tangential migration of interneuron precursors",2012,Nature Neuroscience,373,380,43
"Chesi, A., Staahl, B.T., Jovičić, A., Couthouis, J., Fasolino, M., Raphael, A.R., Yamazaki, T., Elias, L., Polak, M., Kelly, C., Williams, K.L., Fifita, J.A., Maragakis, N.J., Nicholson, G.A., King, O.D., Reed, R., Crabtree, G.R., Blair, I.P., Glass, J.D., Gitler, A.D.",Exome sequencing to identify de novo mutations in sporadic ALS trios,2013,Nature Neuroscience,851,855,43
"Yamazaki, D., Horiuchi, J., Nakagami, Y., Nagano, S., Tamura, T., Saitoe, M.",The Drosophila DCO mutation suppresses age-related memory impairment without affecting lifespan,2007,Nature Neuroscience,478,484,44
"Kussius, C.L., Popescu, G.K.",Kinetic basis of partial agonism at NMDA receptors,2009,Nature Neuroscience,1114,1120,44
"Le Pichon, C.E., Valley, M.T., Polymenidou, M., Chesler, A.T., Sagdullaev, B.T., Aguzzi, A., Firestein, S.",Olfactory behavior and physiology are disrupted in prion protein knockout mice,2009,Nature Neuroscience,60,69,44
"Marek, K.W., Kurtz, L.M., Spitzer, N.C.",CJun integrates calcium activity and tlx3 expression to regulate neurotransmitter specification,2010,Nature Neuroscience,944,950,44
"Oviedo, H.V., Bureau, I., Svoboda, K., Zador, A.M.",The functional asymmetry of auditory cortex is reflected in the organization of local cortical circuits,2010,Nature Neuroscience,1413,1420,44
"Pocock, R., Hobert, O.",Hypoxia activates a latent circuit for processing gustatory information in C. elegans,2010,Nature Neuroscience,610,614,44
"Wiechert, M.T., Judkewitz, B., Riecke, H., Friedrich, R.W.",Mechanisms of pattern decorrelation by recurrent neuronal circuits,2010,Nature Neuroscience,1003,1010,44
"Nouvian, R., Neef, J., Bulankina, A.V., Reisinger, E., Pangršié, T., Frank, T., Sikorra, S., Brose, N., Binz, T., Moser, T.",Exocytosis at the hair cell ribbon synapse apparently operates without neuronal SNARE proteins,2011,Nature Neuroscience,411,413,44
"Nozaki, C., Vergnano, A.M., Filliol, D., Ouagazzal, A.-M., Le Goff, A., Carvalho, S., Reiss, D., Gaveriaux-Ruff, C., Neyton, J., Paoletti, P., Kieffer, B.L.",Zinc alleviates pain through high-affinity binding to the NMDA receptor NR2A subunit,2011,Nature Neuroscience,1017,1022,44
"Shipman, S.L., Schnell, E., Hirai, T., Chen, B.-S., Roche, K.W., Nicoll, R.A.",Functional dependence of neuroligin on a new non-PDZ intracellular domain,2011,Nature Neuroscience,718,726,44
"Staresina, B.P., Fell, J., Do Lam, A.T.A., Axmacher, N., Henson, R.N.",Memory signals are temporally dissociated in and across human hippocampus and perirhinal cortex,2012,Nature Neuroscience,1167,1173,44
"Dobbin, M.M., Madabhushi, R., Pan, L., Chen, Y., Kim, D., Gao, J., Ahanonu, B., Pao, P.-C., Qiu, Y., Zhao, Y., Tsai, L.-H.",SIRT1 collaborates with ATM and HDAC1 to maintain genomic stability in neurons,2013,Nature Neuroscience,1008,1015,44
"Hauner, K.K., Howard, J.D., Zelano, C., Gottfried, J.A.",Stimulus-specific enhancement of fear extinction during slow-wave sleep,2013,Nature Neuroscience,1553,1555,44
"Shin, J.-B., Krey, J.F., Hassan, A., Metlagel, Z., Tauscher, A.N., Pagana, J.M., Sherman, N.E., Jeffery, E.D., Spinelli, K.J., Zhao, H., Wilmarth, P.A., Choi, D., David, L.L., Auer, M., Barr-Gillespie, P.G.",Molecular architecture of the chick vestibular hair bundle,2013,Nature Neuroscience,365,374,44
"Kerr, M.A., Belluscio, L.",Olfactory experience accelerates glomerular refinement in the mammalian olfactory bulb,2006,Nature Neuroscience,484,486,45
"Midorikawa, M., Tsukamoto, Y., Berglund, K., Ishii, M., Tachibana, M.",Different roles of ribbon-associated and ribbon-free active zones in retinal bipolar cells,2007,Nature Neuroscience,1268,1276,45
"Field, G.D., Greschner, M., Gauthier, J.L., Rangel, C., Shlens, J., Sher, A., Marshak, D.W., Litke, A.M., Chichilnisky, E.J.",High-sensitivity rod photoreceptor input to the blue-yellow color opponent pathway in macaque retina,2009,Nature Neuroscience,1159,1164,45
"Charrier, C., MacHado, P., Tweedie-Cullen, R.Y., Rutishauser, D., Mansuy, I.M., Triller, A.",A crosstalk between β1 and β3 integrins controls glycine receptor and gephyrin trafficking at synapses,2010,Nature Neuroscience,1388,1395,45
"Jurado, S., Biou, V., Malenka, R.C.",A calcineurin/AKAP complex is required for NMDA receptor-dependent long-term depression,2010,Nature Neuroscience,1053,1055,45
"Awasaki, T., Huang, Y., O'Connor, M.B., Lee, T.",Glia instruct developmental neuronal remodeling through TGF-Î 2 signaling,2011,Nature Neuroscience,821,823,45
"Plotkin, J.L., Day, M., Surmeier, D.J.",Synaptically driven state transitions in distal dendrites of striatal spiny neurons,2011,Nature Neuroscience,881,888,45
"Lai, K.-O., Wong, A.S.L., Cheung, M.-C., Xu, P., Liang, Z., Lok, K.-C., Xie, H., Palko, M.E., Yung, W.-H., Tessarollo, L., Cheung, Z.H., Ip, N.Y.",TrkB phosphorylation by Cdk5 is required for activity-dependent structural plasticity and spatial memory,2012,Nature Neuroscience,1506,1515,45
"Li, Y., Tsien, R.W.","PHTomato, a red, genetically encoded indicator that enables multiplex interrogation of synaptic activity",2012,Nature Neuroscience,1047,1053,45
"Maniar, T.A., Kaplan, M., Wang, G.J., Shen, K., Wei, L., Shaw, J.E., Koushika, S.P., Bargmann, C.I.",UNC-33 (CRMP) and ankyrin organize microtubules and localize kinesin to polarize axon-dendrite sorting,2012,Nature Neuroscience,48,56,45
"Yao, J., Kwon, S.E., Gaffaney, J.D., Dunning, F.M., Chapman, E.R.",Uncoupling the roles of synaptotagmin i during endo-and exocytosis of synaptic vesicles,2012,Nature Neuroscience,243,249,45
"Mooser, F., Bosking, W.H., Fitzpatrick, D.",A morphological basis for orientation tuning in primary visual cortex,2004,Nature Neuroscience,872,879,46
"Duff, M.C., Hengst, J., Tranel, D., Cohen, N.J.",Development of shared information in communication despite hippocampal amnesia,2006,Nature Neuroscience,140,146,46
"Neri, P., Luu, J.Y., Levi, D.M.",Meaningful interactions can enhance visual discrimination of human agents,2006,Nature Neuroscience,1186,1192,46
"Iftinca, M., Hamid, J., Chen, L., Varela, D., Tadayonnejad, R., Altier, C., Turner, R.W., Zamponi, G.W.",Regulation of T-type calcium channels by Rho-associated kinase,2007,Nature Neuroscience,854,860,46
"Lobo, M.K., Cui, Y., Ostlund, S.B., Balleine, B.W., William Yang, X.",Genetic control of instrumental conditioning by striatopallidal neuron-specific S1P receptor Gpr6,2007,Nature Neuroscience,1395,1397,46
"Bertaso, F., Zhang, C., Scheschonka, A., De Bock, F., Fontanaud, P., Marin, P., Huganir, R.L., Betz, H., Bockaert, J., Fagni, L., Lerner-Natoli, M.",PICK1 uncoupling from mGluR7a causes absence-like seizures,2008,Nature Neuroscience,940,948,46
"Kaneko, M., Hanover, J.L., England, P.M., Stryker, M.P.","TrkB kinase is required for recovery, but not loss, of cortical responses following monocular deprivation",2008,Nature Neuroscience,497,504,46
"Shiau, C.E., Lwigale, P.Y., Das, R.M., Wilson, S.A., Bronner-Fraser, M.",Robo2-Slit1 dependent cell-cell interactions mediate assembly of the trigeminal ganglion,2008,Nature Neuroscience,269,276,46
"Zhang, W., Howe, J.R., Popescu, G.K.",Distinct gating modes determine the biphasic relaxation of NMDA receptor currents,2008,Nature Neuroscience,1373,1375,46
"Kelly, L., Farrant, M., Cull-Candy, S.G.",Synaptic mGluR activation drives plasticity of calcium-permeable AMPA receptors,2009,Nature Neuroscience,593,601,46
"Pulver, S.R., Griffith, L.C.",Spike integration and cellular memory in a rhythmic network from Na + /K + pump current dynamics,2010,Nature Neuroscience,53,59,46
"Ding, J.B., Oh, W.-J., Sabatini, B.L., Gu, C.",Semaphorin 3Eg-Plexin-D1 signaling controls pathway-specific synapse formation in the striatum,2012,Nature Neuroscience,215,223,46
"Purushothaman, G., Marion, R., Li, K., Casagrande, V.A.",Gating and control of primary visual cortex by pulvinar,2012,Nature Neuroscience,905,912,46
"Gonçalves, J.T., Anstey, J.E., Golshani, P., Portera-Cailliau, C.",Circuit level defects in the developing neocortex of Fragile X mice,2013,Nature Neuroscience,903,909,46
"Wang, W.-Y., Pan, L., Su, S.C., Quinn, E.J., Sasaki, M., Jimenez, J.C., MacKenzie, I.R.A., Huang, E.J., Tsai, L.-H.",Interaction of FUS and HDAC1 regulates DNA damage response and repair in neurons,2013,Nature Neuroscience,1383,1391,46
"Sato, M., Umetsu, D., Murakami, S., Yasugi, T., Tabata, T.",DWnt4 regulates the dorsoventral specificity of retinal projections in the Drosophila melanogaster visual system,2006,Nature Neuroscience,67,75,47
"Jacob, J., Ferri, A.L., Milton, C., Prin, F., Pla, P., Lin, W., Gavalas, A., Ang, S.-L., Briscoe, J.",Transcriptional repression coordinates the temporal switch from motor to serotonergic neurogenesis,2007,Nature Neuroscience,1433,1439,47
"Colonnese, M.T., Phillips, M.A., Constantine-Paton, M., Kaila, K., Jasanoff, A.",Development of hemodynamic responses and functional connectivity in rat somatosensory cortex,2008,Nature Neuroscience,72,79,47
"Huckfeldt, R.M., Schubert, T., Morgan, J.L., Godinho, L., Di Cristo, G., Huang, Z.J., Wong, R.O.L.",Transient neurites of retinal horizontal cells exhibit columnar tiling via homotypic interactions,2009,Nature Neuroscience,35,43,47
"Van Woerden, G.M., Hoebeek, F.E., Gao, Z., Nagaraja, R.Y., Hoogenraad, C.C., Kushner, S.A., Hansel, C., De Zeeuw, C.I., Elgersma, Y.",ΒcaMKII controls the direction of plasticity at parallel fiber-Purkinje cell synapses,2009,Nature Neuroscience,823,825,47
"García-Moreno, F., Pedraza, M., Di Giovannantonio, L.G., Di Salvio, M., López-Mascaraque, L., Simeone, A., De Carlos, J.A.",A neuronal migratory pathway crossing from diencephalon to telencephalon populates amygdala nuclei,2010,Nature Neuroscience,680,689,47
"Jo, J., Son, G.H., Winters, B.L., Kim, M.J., Whitcomb, D.J., Dickinson, B.A., Lee, Y.-B., Futai, K., Amici, M., Sheng, M., Collingridge, G.L., Cho, K.","Muscarinic receptors induce LTD of NMDAR EPSCs via a mechanism involving hippocalcin, AP2 and PSD-95",2010,Nature Neuroscience,1216,1224,47
"Bannerman, D.M., Bus, T., Taylor, A., Sanderson, D.J., Schwarz, I., Jensen, V., Hvalby, O., Rawlins, J.N.P., Seeburg, P.H., Sprengel, R.",Dissecting spatial knowledge from spatial choice by hippocampal NMDA receptor deletion,2012,Nature Neuroscience,1153,1159,47
"Eldar, E., Cohen, J.D., Niv, Y.",The effects of neural gain on attention and learning,2013,Nature Neuroscience,1146,1153,47
"Song, J., Sun, J., Moss, J., Wen, Z., Sun, G.J., Hsu, D., Zhong, C., Davoudi, H., Christian, K.M., Toni, N., Ming, G.-L., Song, H.",Parvalbumin interneurons mediate neuronal circuitry-neurogenesis coupling in the adult hippocampus,2013,Nature Neuroscience,1728,1730,47
"Vogel-Ciernia, A., Matheos, D.P., Barrett, R.M., Kramár, E.A., Azzawi, S., Chen, Y., Magnan, C.N., Zeller, M., Sylvain, A., Haettig, J., Jia, Y., Tran, A., Dang, R., Post, R.J., Chabrier, M., Babayan, A.H., Wu, J.I., Crabtree, G.R., Baldi, P., Baram, T.Z., Lynch, G., Wood, M.A.",The neuron-specific chromatin regulatory subunit BAF53b is necessary for synaptic plasticity and memory,2013,Nature Neuroscience,552,561,47
"Anders, S., Birbaumer, N., Sadowski, B., Erb, M., Mader, I., Grodd, W., Lotze, M.",Parietal somatosensory association cortex mediates affective blindsight,2004,Nature Neuroscience,339,340,48
"Burguière, E., Arleo, A., Hojjati, M.R., Elgersma, Y., De Zeeuw, C.I., Berthoz, A., Rondi-Reig, L.",Spatial navigation impairment in mice lacking cerebellar LTD: A motor adaptation deficit?,2005,Nature Neuroscience,1292,1294,48
"Jia, S., He, D.Z.Z.",Motility-associated hair-bundle motion in mammalian outer hair cells,2005,Nature Neuroscience,1028,1034,48
"Doi, M., Yujnovsky, I., Hirayama, J., Malerba, M., Tirotta, E., Sassone-Corsi, P., Borrelli, E.",Impaired light masking in dopamine D2 receptor-null mice,2006,Nature Neuroscience,732,734,48
"Xu, J., McNeil, B., Wu, W., Nees, D., Bai, L., Wu, L.-G.",GTP-independent rapid and slow endocytosis at a central synapse,2008,Nature Neuroscience,45,53,48
"Young, P., Qiu, L., Wang, D., Zhao, S., Gross, J., Feng, G.",Single-neuron labeling with inducible Cre-mediated knockout in transgenic mice,2008,Nature Neuroscience,721,728,48
"Gauthier-Fisher, A., Lin, D.C., Greeve, M., Kaplan, D.R., Rottapel, R., Miller, F.D.",Lfc and Tctex-1 regulate the genesis of neurons from cortical precursor cells,2009,Nature Neuroscience,735,744,48
"Lorber, B., Howe, M.L., Benowitz, L.I., Irwin, N.","Mst3b, an Ste20-like kinase, regulates axon regeneration in mature CNS and PNS pathways",2009,Nature Neuroscience,1407,1414,48
"Hines, J.H., Abu-Rub, M., Henley, J.R.",Asymmetric endocytosis and remodeling of Β1-integrin adhesions during growth cone chemorepulsion by MAG,2010,Nature Neuroscience,829,837,48
"Weber, A.M., Wong, F.K., Tufford, A.R., Schlichter, L.C., Matveev, V., Stanley, E.F.",N-type Ca2+ channels carry the largest current: Implications for nanodomains and transmitter release,2010,Nature Neuroscience,1348,1350,48
"Liu, W., Liang, X., Gong, J., Yang, Z., Zhang, Y.-H., Zhang, J.-X., Rao, Y.",Social regulation of aggression by pheromonal activation of Or65a olfactory neurons in Drosophila,2011,Nature Neuroscience,896,902,48
"Burchell, V.S., Nelson, D.E., Sanchez-Martinez, A., Delgado-Camprubi, M., Ivatt, R.M., Pogson, J.H., Randle, S.J., Wray, S., Lewis, P.A., Houlden, H., Abramov, A.Y., Hardy, J., Wood, N.W., Whitworth, A.J., Laman, H., Plun-Favreau, H.",The Parkinson's disease-linked proteins Fbxo7 and Parkin interact to mediate mitophagy,2013,Nature Neuroscience,1257,1265,48
"Hermanson, D.J., Hartley, N.D., Gamble-George, J., Brown, N., Shonesy, B.C., Kingsley, P.J., Colbran, R.J., Reese, J., Marnett, L.J., Patel, S.",Substrate-selective COX-2 inhibition decreases anxiety via endocannabinoid activation,2013,Nature Neuroscience,1291,1298,48
"Rolls, M.M., Doe, C.Q.","Baz, Par-6 and aPKC are not required for axon or dendrite specification in Drosophila",2004,Nature Neuroscience,1293,1295,49
"Liu, J., Asuncion-Chin, M., Liu, P., Dopico, A.M.",CaM kinase II phosphorylation of slo Thr107 regulates activity and ethanol responses of BK channels,2006,Nature Neuroscience,41,49,49
"Aksay, E., Olasagasti, I., Mensh, B.D., Baker, R., Goldman, M.S., Tank, D.W.",Functional dissection of circuitry in a neural integrator,2007,Nature Neuroscience,494,504,49
"Compe, E., Malerba, M., Soler, L., Marescaux, J., Borrelli, E., Egly, J.-M.",Neurological defects in trichothiodystrophy reveal a coactivator function of TFIIH,2007,Nature Neuroscience,1414,1422,49
"Plachta, N., Annaheim, C., Bissière, S., Lin, S., Rüegg, M., Hoving, S., Müller, D., Poirier, F., Bibel, M., Barde, Y.-A.",Identification of a lectin causing the degeneration of neuronal processes using engineered embryonic stem cells,2007,Nature Neuroscience,712,719,49
"Remedios, R., Huilgol, D., Saha, B., Hari, P., Bhatnagar, L., Kowalczyk, T., Hevner, R.F., Suda, Y., Aizawa, S., Ohshima, T., Stoykova, A., Tole, S.",A stream of cells migrating from the caudal telencephalon reveals a link between the amygdala and neocortex,2007,Nature Neuroscience,1141,1150,49
"Lee, Y., Katyal, S., Li, Y., El-Khamisy, S.F., Russell, H.R., Caldecott, K.W., McKinnon, P.J.",The genesis of cerebellar interneurons and the prevention of neural DNA damage require XRCC1,2009,Nature Neuroscience,973,980,49
"Sober, S.J., Brainard, M.S.",Adult birdsong is actively maintained by error correction,2009,Nature Neuroscience,927,931,49
"Counotte, D.S., Goriounova, N.A.L., Li, K.W., Loos, M., Van Der Schors, R.C., Schetters, D., Schoffelmeer, A.N.M., Smit, A.B., Mansvelder, H.D., Pattij, T., Spijker, S.",Lasting synaptic changes underlie attention deficits caused by nicotine exposure during adolescence,2011,Nature Neuroscience,417,419,49
"Graybeal, C., Feyder, M., Schulman, E., Saksida, L.M., Bussey, T.J., Brigman, J.L., Holmes, A.",Paradoxical reversal learning enhancement by stress or prefrontal cortical damage: Rescue with BDNF,2011,Nature Neuroscience,1507,1509,49
"Saha, R.N., Wissink, E.M., Bailey, E.R., Zhao, M., Fargo, D.C., Hwang, J.-Y., Daigle, K.R., Fenn, J.D., Adelman, K., Dudek, S.M.",Rapid activity-induced transcription of Arc and other IEGs relies on poised RNA polymerase II,2011,Nature Neuroscience,848,856,49
"Sreenivasan, S., Fiete, I.",Grid cells generate an analog error-correcting code for singularly precise neural computation,2011,Nature Neuroscience,1330,1337,49
"Jocham, G., Hunt, L.T., Near, J., Behrens, T.E.J.",A mechanism for value-guided choice based on the excitation-inhibition balance in prefrontal cortex,2012,Nature Neuroscience,960,961,49
"Sheng, J., He, L., Zheng, H., Xue, L., Luo, F., Shin, W., Sun, T., Kuner, T., Yue, D.T., Wu, L.-G.",Calcium-channel number critically influences synaptic strength and plasticity at the active zone,2012,Nature Neuroscience,998,1006,49
"Freeman, J., Ziemba, C.M., Heeger, D.J., Simoncelli, E.P., Movshon, J.A.",A functional and perceptual signature of the second visual area in primates,2013,Nature Neuroscience,974,981,49
"Guzmán, Y.F., Tronson, N.C., Jovasevic, V., Sato, K., Guedea, A.L., Mizukami, H., Nishimori, K., Radulovic, J.",Fear-enhancing effects of septal oxytocin receptors,2013,Nature Neuroscience,1185,1187,49
"Li, W., Prazak, L., Chatterjee, N., Grüninger, S., Krug, L., Theodorou, D., Dubnau, J.",Activation of transposable elements during aging and neuronal decline in Drosophila,2013,Nature Neuroscience,529,531,49
"Hornstein, E.P., Verweij, J., Schnapf, J.L.",Electrical coupling between red and green cones in primate retina,2004,Nature Neuroscience,745,750,50
"Chang, K.T., Min, K.-T.",Drosophila melanogaster homolog of Down syndrome critical region 1 is critical for mitochondrial function,2005,Nature Neuroscience,1577,1585,50
"Shakiryanova, D., Tully, A., Levitan, E.S.",Activity-dependent synaptic capture of transiting peptidergic vesicles,2006,Nature Neuroscience,896,900,50
"Xiao, T., Baier, H.",Lamina-specific axonal projections in the zebrafish tectum require the type IV collagen Dragnet,2007,Nature Neuroscience,1529,1537,50
"Young, J.M., Waleszczyk, W.J., Wang, C., Calford, M.B., Dreher, B., Obermayer, K.",Cortical reorganization consistent with spike timing-but not correlation-dependent plasticity,2007,Nature Neuroscience,887,895,50
"Pocock, R., Hobert, O.",Oxygen levels affect axon guidance and neuronal migration in Caenorhabditis elegans,2008,Nature Neuroscience,894,900,50
"Soltani, A., Wang, X.-J.",Synaptic computation underlying probabilistic inference,2010,Nature Neuroscience,112,119,50
"Bejjanki, V.R., Beck, J.M., Lu, Z.-L., Pouget, A.",Perceptual learning as improved probabilistic inference in early sensory areas,2011,Nature Neuroscience,642,650,50
"Straub, C., Hunt, D.L., Yamasaki, M., Kim, K.S., Watanabe, M., Castillo, P.E., Tomita, S.",Distinct functions of kainate receptors in the brain are determined by the auxiliary subunit Neto1,2011,Nature Neuroscience,866,873,50
"Voss, J.L., Gonsalves, B.D., Federmeier, K.D., Tranel, D., Cohen, N.J.",Hippocampal brain-network coordination during volitional exploratory behavior enhances learning,2011,Nature Neuroscience,115,122,50
"De Chevigny, A., Coré, N., Follert, P., Gaudin, M., Barbry, P., Béclin, C., Cremer, H.",MiR-7a regulation of Pax6 controls spatial origin of forebrain dopaminergic neurons,2012,Nature Neuroscience,1120,1126,50
"Dietrich, M.O., Bober, J., Ferreira, J.G., Tellez, L.A., Mineur, Y.S., Souza, D.O., Gao, X.-B., Picciotto, M.R., Araújo, I., Liu, Z.-W., Horvath, T.L.",AgRP neurons regulate development of dopamine neuronal plasticity and nonfood-associated behaviors,2012,Nature Neuroscience,1108,1110,50
"Eggermann, E., Jonas, P.",How the 'slow' Ca 2+ buffer parvalbumin affects transmitter release in nanodomain-coupling regimes,2012,Nature Neuroscience,20,22,50
"Schiemann, J., Schlaudraff, F., Klose, V., Bingmer, M., Seino, S., Magill, P.J., Zaghloul, K.A., Schneider, G., Liss, B., Roeper, J.",K-ATP channels in dopamine substantia nigra neurons control bursting and novelty-induced exploration,2012,Nature Neuroscience,1272,1280,50
"Schwartz, G.W., Okawa, H., Dunn, F.A., Morgan, J.L., Kerschensteiner, D., Wong, R.O., Rieke, F.",The spatial structure of a nonlinear receptive field,2012,Nature Neuroscience,1572,1580,50
"Çukur, T., Nishimoto, S., Huth, A.G., Gallant, J.L.",Attention during natural vision warps semantic representation across the human brain,2013,Nature Neuroscience,763,770,50
"Linkenhoker, B.A., Von Der Ohe, C.G., Knudsen, E.I.",Anatomical traces of juvenile learning in the auditory system of adult barn owls,2005,Nature Neuroscience,93,98,51
"Biron, D., Shibuya, M., Gabel, C., Wasserman, S.M., Clark, D.A., Brown, A., Sengupta, P., Samuel, A.D.T.",A diacylglycerol kinase modulates long-term thermotactic behavioral plasticity in C. elegans,2006,Nature Neuroscience,1499,1505,51
"Chihara, T., Luginbuhl, D., Luo, L.",Cytoplasmic and mitochondrial protein translation in axonal and dendritic terminal arborization,2007,Nature Neuroscience,828,837,51
"Terao, M., Watanabe, J., Yagi, A., Nishida, S.",Reduction of stimulus visibility compresses apparent time intervals,2008,Nature Neuroscience,541,542,51
"Wierenga, C.J., Becker, N., Bonhoeffer, T.",GABAergic synapses are formed without the involvement of dendritic protrusions,2008,Nature Neuroscience,1044,1052,51
"Miyawaki, T., Ofengeim, D., Noh, K.-M., Latuszek-Barrantes, A., Hemmings, B.A., Follenzi, A., Zukin, R.S.","The endogenous inhibitor of Akt, CTMP, is critical to ischemia-induced neuronal death",2009,Nature Neuroscience,618,626,51
"Hantman, A.W., Jessell, T.M.",Clarke's column neurons as the focus of a corticospinal corollary circuit,2010,Nature Neuroscience,1233,1239,51
"Baudet, M.-L., Zivraj, K.H., Abreu-Goodger, C., Muldal, A., Armisen, J., Blenkiron, C., Goldstein, L.D., Miska, E.A., Holt, C.E.",MiR-124 acts through CoREST to control onset of Sema3A sensitivity in navigating retinal growth cones,2012,Nature Neuroscience,29,38,51
"Locatelli, G., Wörtge, S., Buch, T., Ingold, B., Frommer, F., Sobottka, B., Krüger, M., Karram, K., Bühlmann, C., Bechmann, I., Heppner, F.L., Waisman, A., Becher, B.",Primary oligodendrocyte death does not elicit anti-CNS immunity,2012,Nature Neuroscience,543,550,51
"Raimondo, J.V., Kay, L., Ellender, T.J., Akerman, C.J.",Optogenetic silencing strategies differ in their effects on inhibitory synaptic transmission,2012,Nature Neuroscience,1102,1104,51
"Zhang, J., Ackman, J.B., Xu, H.-P., Crair, M.C.",Visual map development depends on the temporal pattern of binocular activity in mice,2012,Nature Neuroscience,298,307,51
"Froemke, R.C., Carcea, I., Barker, A.J., Yuan, K., Seybold, B.A., Martins, A.R.O., Zaika, N., Bernstein, H., Wachs, M., Levis, P.A., Polley, D.B., Merzenich, M.M., Schreiner, C.E.",Long-term modification of cortical synapses improves sensory perception,2013,Nature Neuroscience,79,88,51
"Suzuki, M., Gottlieb, J.",Distinct neural mechanisms of distractor suppression in the frontal and parietal lobe,2013,Nature Neuroscience,98,104,51
"Endo, K., Aoki, T., Yoda, Y., Kimura, K.-I., Hama, C.",Notch signal organizes the Drosophila olfactory circuitry by diversifying the sensory neuronal lineages,2007,Nature Neuroscience,153,160,52
"Wang, R., King, T., Ossipov, M.H., Rossomando, A.J., Vanderah, T.W., Harvey, P., Cariani, P., Frank, E., Sah, D.W.Y., Porreca, F.",Persistent restoration of sensory function by immediate or delayed systemic artemin after dorsal root injury,2008,Nature Neuroscience,488,496,52
"Yang, Y., DeWeese, M.R., Otazu, G.H., Zador, A.M.",Millisecond-scale differences in neural activity in auditory cortex can drive decisions,2008,Nature Neuroscience,1262,1263,52
"Kurshan, P.T., Oztan, A., Schwarz, T.L.",Presynaptic α 2β-3 is required for synaptic morphogenesis independent of its Ca 2+-channel functions,2009,Nature Neuroscience,1415,1423,52
"Suh, Y.H., Terashima, A., Petralia, R.S., Wenthold, R.J., Isaac, J.T.R., Roche, K.W., Roche, P.A.",A neuronal role for SNAP-23 in postsynaptic glutamate receptor trafficking,2010,Nature Neuroscience,338,343,52
"Alvarez-Fischer, D., Fuchs, J., Castagner, F., Stettler, O., Massiani-Beaudoin, O., Moya, K.L., Bouillot, C., Oertel, W.H., Lombès, A., Faigle, W., Joshi, R.L., Hartmann, A., Prochiantz, A.",Engrailed protects mouse midbrain dopaminergic neurons against mitochondrial complex i insults,2011,Nature Neuroscience,1260,1266,52
"Johnson, S.L., Eckrich, T., Kuhn, S., Zampini, V., Franz, C., Ranatunga, K.M., Roberts, T.P., Masetto, S., Knipper, M., Kros, C.J., Marcotti, W.",Position-dependent patterning of spontaneous action potentials in immature cochlear inner hair cells,2011,Nature Neuroscience,711,717,52
"Mormann, F., Dubois, J., Kornblith, S., Milosavljevic, M., Cerf, M., Ison, M., Tsuchiya, N., Kraskov, A., Quiroga, R.Q., Adolphs, R., Fried, I., Koch, C.",A category-specific response to animals in the right human amygdala,2011,Nature Neuroscience,1247,1249,52
"Rodenas-Ruano, A., Chávez, A.E., Cossio, M.J., Castillo, P.E., Zukin, R.S.",REST-dependent epigenetic remodeling promotes the developmental switch in synaptic NMDA receptors,2012,Nature Neuroscience,1382,1390,52
"Laje, R., Buonomano, D.V.",Robust timing and motor patterns by taming chaos in recurrent neural networks,2013,Nature Neuroscience,925,933,52
"Lee, B.R., Ma, Y.-Y., Huang, Y.H., Wang, X., Otaka, M., Ishikawa, M., Neumann, P.A., Graziane, N.M., Brown, T.E., Suska, A., Guo, C., Lobo, M.K., Sesack, S.R., Wolf, M.E., Nestler, E.J., Shaham, Y., Schlüter, O.M., Dong, Y.",Maturation of silent synapses in amygdala-accumbens projection contributes to incubation of cocaine craving,2013,Nature Neuroscience,1644,1651,52
"Yudowski, G.A., Puthenveedu, M.A., Von Zastrow, M.",Distinct modes of regulated receptor insertion to the somatodendritic plasma membrane,2006,Nature Neuroscience,622,627,53
