Authors,Title,Year,Journal,Cites,Affiliations
"Ackermann S., Cartolano M., Hero B., Welte A., Kahlert Y., Roderwieser A., Bartenhagen C., Walter E., Gecht J., Kerschke L., Volland R., Menon R., Heuckmann J.M., Gartlgruber M., Hartlieb S., Henrich K.-O., Okonechnikov K., Altmüller J., Nürnberg P., Lefever S., De Wilde B., Sand F., Ikram F., Rosswog C., Fischer J., Theissen J., Hertwig F., Singhi A.D., Simon T., Vogel W., Perner S., Krug B., Schmidt M., Rahmann S., Achter V., Lang U., Vokuhl C., Ortmann M., Büttner R., Eggert A., Speleman F., O’Sullivan R.J., Thomas R.K., Berthold F., Vandesompele J., Schramm A., Westermann F., Schulte J.H., Peifer M., Fischer M.",A mechanistic classification of clinical phenotypes in neuroblastoma,2018,Science,6,"Department of Experimental Pediatric Oncology, University Children’s Hospital of Cologne, Medical Faculty, Cologne, Germany; Center for Molecular Medicine Cologne (CMMC), University of Cologne, Cologne, Germany; Department of Translational Genomics, Center of Integrated Oncology Cologne–Bonn, Medical Faculty, University of Cologne, Cologne, Germany; Department of Pediatric Oncology and Hematology, University Children’s Hospital of Cologne, Medical Faculty, Cologne, Germany; Institute of Biostatistics and Clinical Research, University of Münster, Münster, Germany; NEO New Oncology GmbH, Cologne, Germany; Division of Neuroblastoma Genomics (B087), German Cancer Research Center, Hopp Children´s Cancer Center, NCT Heidelberg (KiTZ), Heidelberg, Germany; Division of Pediatric Neurooncology, German Cancer Research Center, Hopp Children’s Cancer Center, NCT Heidelberg (KiTZ), Heidelberg, Germany; Cologne Center for Genomics, University of Cologne, Cologne, Germany; Cologne Excellence Cluster on Cellular Stress Responses in Aging-Associated Diseases (CECAD), University of Cologne, Cologne, Germany; Center for Medical Genetics, Ghent University, Ghent, Belgium; Interdisciplinary Research Centre in Biomedical Materials (IRCBM), COMSATS University Islamabad, Lahore Campus, Lahore, Pakistan; Department of Pediatric Oncology and Hematology, Charité – Universitätsmedizin Berlin, Berlin, Germany; German Cancer Consortium (DKTK), Heidelberg, Germany; Berlin Institute of Health, Berlin, Germany; Department of Pathology, University of Pittsburgh Medical Center, Pittsburgh, PA, United States; Pathology of the University Medical Center Schleswig-Holstein, Campus Luebeck, Luebeck, Germany; Research Center Borstel, Leibniz Center for Medicine and Biosciences, Borstel, Germany; Department of Diagnostic and Interventional Radiology, University Hospital of Cologne, Cologne, Germany; Department of Nuclear Medicine, University of Cologne, Cologne, Germany; Genome Informatics, Institute of Human Genetics, University Hospital Essen, University of Duisburg-Essen, Essen, Germany; Computer Science, TU Dortmund, Dortmund, Germany; Computing Center, University of Cologne, Cologne, Germany; Department of Informatics, University of Cologne, Cologne, Germany; Kiel Pediatric Tumor Registry, Department of Pediatric Pathology, University of Kiel, Kiel, Germany; Department of Pathology, University of Cologne, Cologne, Germany; Department of Pharmacology and Chemical Biology, University of Pittsburgh Cancer Institute (UPCI), Hillman Cancer Center, Pittsburgh, PA, United States; German Cancer Research Center (DKFZ), Heidelberg, Germany; Department of Medical Oncology, West German Cancer Center Essen, University of Duisburg-Essen, Essen, Germany"
"Gumyusenge A., Tran D.T., Luo X., Pitch G.M., Zhao Y., Jenkins K.A., Dunn T.J., Ayzner A.L., Savoie B.M., Mei J.",Semiconducting polymer blends that exhibit stable charge transport at high temperatures,2018,Science,6,"Department of Chemistry, Purdue University, 560 Oval Drive, West Lafayette, IN  47907, United States; Department of Physical and Biological Sciences-Chemistry and Biochemistry, University of California Santa Cruz, 1156 High Street, Santa Cruz, CA  95064, United States; SLAC National Accelerator Laboratory, Stanford University, 2575 Sand Hill Road, Menlo Park, CA  94025, United States; Charles D. Davidson School of Chemical Engineering, Purdue University, 480 Stadium Mall Drive, West Lafayette, IN  47906, United States"
"Antonova-Koch Y., Meister S., Abraham M., Luth M.R., Ottilie S., Lukens A.K., Sakata-Kato T., Vanaerschot M., Owen E., Jado Rodriguez J.C., Maher S.P., Calla J., Plouffe D., Zhong Y., Chen K., Chaumeau V., Conway A.J., McNamara C.W., Ibanez M., Gagaring K., Serrano F.N., Eribez K., Taggard C.M., Cheung A.L., Lincoln C., Ambachew B., Rouillier M., Siegel D., Nosten F., Kyle D.E., Gamo F.-J., Zhou Y., Llinás M., Fidock D.A., Wirth D.F., Burrows J., Campo B., Winzeler E.A.",Open-source discovery of chemical leads for next-generation chemoprotective antimalarials,2018,Science,6,"School of Medicine, University of California, San Diego, 9500 Gilman Drive 0760, San Diego, CA  92093, United States; Harvard T. H. Chan School of Public Health, 665 Huntington Avenue, Boston, MA  02115, United States; Broad Institute, 415 Main Street, Cambridge, MA  02142, United States; Division of Infectious Diseases, Department of Microbiology and Immunology, Columbia University Medical Center, New York, NY  10032, United States; Department of Biochemistry and Molecular Biology, Center for Malaria Research, Pennsylvania State University, University Park, PA  16802, United States; Center for Tropical and Emerging Global Diseases, University of Georgia, 500 D. W. Brooks Drive, Athens, GA  30602, United States; Department of Global Health, University of South Florida, 3720 Spectrum Boulevard, Tampa, FL  33612, United States; Genomics Institute of the Novartis Research Foundation, 10675 John J Hopkins Drive, San Diego, CA  92121, United States; Shoklo Malaria Research Unit, Mahidol Oxford Research Unit, Faculty of Tropical Medicine, Mahidol University, Mae Sot, Thailand; Centre for Tropical Medicine and Global Health, Nuffield Department of Medicine, University of Oxford, Oxford, United Kingdom; Tres Cantos Medicines Development Campus, Malaria DPU, GlaxoSmithKline, Severo Ochoa 2, Tres Cantos, Madrid, 28760, Spain; Medicines for Malaria Venture, Post Office Box 1826, 20 Route de Pre-Bois, Geneva 15, 1215, Switzerland; Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California, San Diego, 9500 Gilman Drive 0741, San Diego, CA  92093, United States; Department of Chemistry, Center for Infectious Diseases Dynamics, Pennsylvania State University, University Park, PA  16802, United States; BioSero, San Diego, CA  92122, United States; California Institute for Biomedical Research, San Diego, CA, United States"
"Litvak Y., Byndloss M.X., Bäumler A.J.",Colonocyte metabolism shapes the gut microbiota,2018,Science,6,"Department of Medical Microbiology and Immunology, School of Medicine, University of California, Davis, CA  95616, United States"
"Ablain J., Xu M., Rothschild H., Jordan R.C., Mito J.K., Daniels B.H., Bell C.F., Joseph N.M., Wu H., Bastian B.C., Zon L.I., Yeh I.",Human tumor genomics and zebrafish modeling identify SPRED1 loss as a driver of mucosal melanoma,2018,Science,6,"Stem Cell Program and Division of Hematology/Oncology, Boston Children's Hospital, Dana-Farber Cancer Institute, Boston, MA  02115, United States; Helen Diller Family Comprehensive Cancer Center, University of California, San Francisco, San Francisco, CA  94158, United States; Department of Dermatology, University of California, San Francisco, San Francisco, CA  94143, United States; Department of Pathology, University of California, San Francisco, San Francisco, CA  94143, United States; Department of Orofacial Sciences, University of California, San Francisco, San Francisco, CA  94143, United States; Department of Pathology, Brigham and Women's Hospital, Boston, MA  02115, United States; Department of Medicine, Stanford University Medical Center, Stanford, CA  94305, United States; Fox Chase Cancer Center, Philadelphia, PA  19111, United States; Harvard Stem Cell Institute, Harvard University, Cambridge, MA  02138, United States; Howard Hughes Medical Institute, Boston Children's Hospital and Harvard University, Boston, MA  02115, United States"
"El Meouche I., Dunlop M.J.",Heterogeneity in efflux pump expression predisposes antibiotic-resistant cells to mutation,2018,"Science (New York, N.Y.)",6,"Department of Biomedical Engineering and Biological Design Center, Boston University, Boston, MA  02215, United States; School of Engineering, University of Vermont, Burlington, VT  05405, United States"
"Kofler N., Collins J.P., Kuzma J., Marris E., Esvelt K., Nelson M.P., Newhouse A., Rothschild L.J., Vigliotti V.S., Semenov M., Jacobsen R., Dahlman J.E., Prince S., Caccone A., Brown T., Schmitz O.J.",Editing nature: Local roots of global governance,2018,Science,6,NA
"Kratochwil C.F., Liang Y., Gerwin J., Woltering J.M., Urban S., Henning F., Machado-Schiaffino G., Hulsey C.D., Meyer A.",Agouti-related peptide 2 facilitates convergent evolution of stripe patterns across cichlid fish radiations,2018,Science,6,"Department of Biology, University of Konstanz, Konstanz, Germany; Zukunftskolleg, University of Konstanz, Konstanz, Germany; International Max Planck Research School for Organismal Biology (IMPRS-OB), Max Planck Institute for Ornithology, Konstanz, Germany; Department of Genetics, Institute of Biology, Federal University of Rio de Janeiro (UFRJ), Rio de Janeiro, Brazil; Department of Functional Biology, Area of Genetics, University of Oviedo, Oviedo, Spain"
"Xiang Z., Kasahara Y., Asaba T., Lawson B., Tinsman C., Chen L., Sugimoto K., Kawaguchi S., Sato Y., Li G., Yao S., Chen Y.L., Iga F., Singleton J., Matsuda Y., Li L.",Quantum oscillations of electrical resistivity in an insulator,2018,Science,6,"Department of Physics, University of Michigan, Ann Arbor, MI  48109, United States; Department of Physics, Kyoto University, Kyoto, 606-8502, Japan; Faculty of Applied Science, Université Chrétienne Bilingue du Congo, Beni, North-Kivu, Democratic Republic Congo; Japan Synchrotron Radiation Research Institute, Sayo, Hyogo, 679-5198, Japan; National Laboratory of Solid State Microstructures, Nanjing University, Nanjing, 210093, China; Department of Physics, Clarendon Laboratory, University of Oxford, Oxford, OX13PU, United Kingdom; College of Science, Ibaraki University, Mito, 310-8512, Japan; National High Magnetic Field Laboratory, Los Alamos National Laboratory, Los Alamos, NM  87545, United States"
de Vrieze J.,The metawars,2018,Science,6,NA
"Bolding K.A., Franks K.M.",Recurrent cortical circuits implement concentration-invariant odor coding,2018,Science,6,"Department of Neurobiology, Duke University Medical School, Durham, NC, United States"
"Goebel T.H.W., Brodsky E.E.",The spatial footprint of injection wells in a global compilation of induced earthquake sequences,2018,Science,6,"Department of Earth and Planetary Sciences, University of California, Santa Cruz, CA, United States"
"Li X., Bamba M., Yuan N., Zhang Q., Zhao Y., Xiang M., Xu K., Jin Z., Ren W., Ma G., Cao S., Turchinovich D., Kono J.",Observation of Dicke cooperativity in magnetic interactions,2018,Science,6,"Department of Electrical and Computer Engineering, Rice University, Houston, TX  77005, United States; Department of Materials Engineering Science, Osaka University, Osaka, 560-8531, Japan; PRESTO, Japan Science and Technology Agency, Saitama, 332-0012, Japan; Department of Physics, International Center of Quantum and Molecular Structures, Materials Genome Institute, Shanghai University, Shanghai, 200444, China; Argonne National Laboratories, Lemont, IL  60439, United States; School of Physics, Peking University, Beijing, 100871, China; Fakultät für Physik, Universität Duisburg-Essen, Lotharstr. 1, Duisburg, 47057, Germany; Max Planck Institute for Polymer Research, Ackermannweg 10, Mainz, 55128, Germany; Department of Materials Science and NanoEngineering, Rice University, Houston, TX  77005, United States; Department of Physics and Astronomy, Rice University, Houston, TX  77005, United States"
"Hu L., Mateo P., Ye M., Zhang X., Berset J.D., Handrick V., Radisch D., Grabe V., Köllner T.G., Gershenzon J., Robert C.A.M., Erb M.",Plant iron acquisition strategy exploited by an insect herbivore,2018,Science,6,"Institute of Plant Sciences, University of Bern, Switzerland; Neuchâtel Platform of Analytical Chemistry, University of Neuchâtel, Switzerland; Max Planck Institute for Chemical Ecology, Jena, Germany; John Innes Centre, Norwich, United Kingdom"
"Wulff B.B.H., Dhugga K.S.",Wheat−−the cereal abandoned by GM,2018,Science,6,"1John Innes Centre, Norwich Research Park, Norwich, NR4 7UH, United Kingdom; International Maize and Wheat Improvement Center (CIMMYT), Texcoco, 56237, Mexico"
"Rosenblum S., Reinhold P., Mirrahimi M., Jiang L., Frunzio L., Schoelkopf R.J.",Fault-tolerant detection of a quantum error,2018,Science,6,"Departments of Applied Physics and Physics, Yale University, New Haven, CT  06511, United States; Yale Quantum Institute, Yale University, New Haven, CT  06520, United States; QUANTIC Team, INRIA de Paris, 2 Rue Simone Iff, Paris, 75012, France"
"Nakamura N., Huang C.S.Y.",Atmospheric blocking as a traffic jam in the jet stream,2018,Science,6,"Department of the Geophysical Sciences, University of Chicago, Chicago, IL  60637, United States"
"MacLeod K.G., Quinton P.C., Sepúlveda J., Negra M.H.","Postimpact earliest Paleogene warming shown by fish debris oxygen isotopes (El Kef, Tunisia)",2018,Science,6,"Department of Geological Sciences, University of Missouri, Columbia, MO, United States; Department of Geology, SUNY Potsdam, Potsdam, NY, United States; Department of Geological Sciences, Institute of Arctic and Alpine Research, University of Colorado Boulder, Boulder, CO, United States; Department of Geology, Faculty of Sciences of Tunis, University of Tunis El Manar, 2092 Manar II, Tunis, Tunisia"
"Imkeller K., Scally S.W., Bosch A., Marti G.P., Costa G., Triller G., Murugan R., Renna V., Jumaa H., Kremsner P.G., Kim Lee Sim B., Hoffman S.L., Mordmüller B., Levashina E.A., Julien J.-P., Wardemann H.",Antihomotypic affinity maturation improves human B cell responses against a repetitive epitope,2018,Science,6,"B Cell Immunology, German Cancer Research Institute, Heidelberg, Germany; Faculty of Biosciences, Heidelberg University, Heidelberg, Germany; Program in Molecular Medicine, Hospital for Sick Children Research Institute, Toronto, ON, Canada; Vector Biology Unit, Max Planck Institute for Infection Biology, Berlin, Germany; Institute of Immunology, University Medical Center Ulm, Ulm, Germany; Institute of Tropical Medicine, German Center for Infection Research, Partner Site Tübingen, University of Tübingen, Tübingen, Germany; Sanaria, Rockville, MD, United States; Departments of Biochemistry and Immunology, University of Toronto, Toronto, ON, Canada"
Sims C.R.,Efficient coding explains the universal law of generalization in human perception,2018,Science,6,"Department of Cognitive Science, Rensselaer Polytechnic Institute, Troy, NY  12180, United States"
Selin N.E.,A proposed global metric to aid mercury pollution policy,2018,Science,6,"Institute for Data, Systems, and Society, Department of Earth, Atmospheric, and Planetary Sciences, Massachusetts Institute of Technology, Cambridge, MA, United States"
"Myrow P.M., Lamb M.P., Ewing R.C.",Rapid sea level rise in the aftermath of a neoproterozoic snowball earth,2018,Science,6,"Department of Geology, Colorado College, Colorado Springs, CO  80903, United States; Division of Geological and Planetary Sciences, California Institute of Technology, Pasadena, CA  91124, United States; Department of Geology and Geophysics, Texas AandM University, College Station, TX  77843, United States"
"Schreyer L., Kaib P.S.J., Wakchaure V.N., Obradors C., Properzi R., Lee S., List B.",Confined acids catalyze asymmetric single aldolizations of acetaldehyde enolates,2018,Science,6,"Max-Planck-Institut Für Kohlenforschung, Kaiser-Wilhelm-Platz 1, Mülheim an der Ruhr, D-45470, Germany"
"Amiri A., Coppola G., Scuderi S., Wu F., Roychowdhury T., Liu F., Pochareddy S., Shin Y., Safi A., Song L., Zhu Y., Sousa A.M.M., Gerstein M., Crawford G.E., Sestan N., Abyzov A., Vaccarino F.M.",Transcriptome and epigenome landscape of human cortical development modeled in organoids,2018,Science,5,"Child Study Center, Yale University, New Haven, CT  06520, United States; Department of Health Sciences Research, Center for Individualized Medicine, Mayo Clinic, Rochester, MN  55905, United States; Department of Neuroscience, Yale University, New Haven, CT  06520, United States; National Research Foundation of Korea, Daejeon, South Korea; Department of Pediatrics, Division of Medical Genetics, Duke University, Durham, NC  27708, United States; Department of Biostatistics, Yale School of Public Health, New Haven, CT, United States; Department of Molecular Biophysics and Biochemistry, Yale University, New haven, CT  06520, United States; Kavli Institute for Neuroscience, Yale University, New Haven, CT  06520, United States"
"Kistler L., Yoshi Maezumi S., De Souza J.G., Przelomska N.A.S., Costa F.M., Smith O., Loiselle H., Ramos-Madrigal J., Wales N., Ribeiro E.R., Morrison R.R., Grimaldo C., Prous A.P., Arriaza B., Thomas P Gilbert M., De Oliveira Freitas F., Allaby R.G.",Multiproxy evidence highlights a complex evolutionary legacy of maize in South America,2018,Science,5,"Department of Anthropology, National Museum of Natural History, Smithsonian Institution, Washington, DC  20560, United States; Department of Life Science, University of Warwick, Coventry, CV4 7AL, United Kingdom; Department of Archaeology, College of Humanities, University of Exeter, Laver Building, North Park Road, Exeter, EX4 4QE, United Kingdom; Department of Geography and Geology, University of the West Indies, Mona Campus, Kingston, Jamaica; Center for Conservation Genomics, Smithsonian Conservation Biology Institute, National Zoo, Washington, DC  20008, United States; University of São Paulo, Escola Superior de Agricultura Luis de Queiroz, Piracicaba, SP, 13418-900, Brazil; Centre for GeoGenetics, Natural History Museum of Denmark, University of Copenhagen, Øster Voldgade 5-7, Copenhagen, 1350, Denmark; Department of Anthropology, University of Washington, Denny Hall 314, Seattle, WA  98195, United States; Department of Archaeology, University of York, King's Manor York, YO1 7EP, United Kingdom; Department of Oncology, University of Oxford, Old Road Campus Research Building, Roosevelt Drive, Oxford, OX3 7DQ, United Kingdom; Museu de Historia Natural e Jardim Botânico, Universidade Federal de Minas Gerais, Belo Horizonte, MG, 31270-901, Brazil; Instituto de Alta Investigación, Universidad de Tarapacá, Arica, Chile; Norwegian University of Science and Technology, University Museum, Trondheim, 7491, Norway; Embrapa Recursos Genéticos e Biotecnologia, Brasília, DF, CEP 70770-901, Brazil"
"Stapels D.A.C., Hill P.W.S., Westermann A.J., Fisher R.A., Thurston T.L., Saliba A.-E., Blommestein I., Vogel J., Helaine S.",Salmonella persisters undermine host immune defenses during antibiotic treatment,2018,Science,5,"MRC Centre for Molecular Bacteriology and Infection, Imperial College London, London, United Kingdom; Institute of Molecular Infection Biology, University of Würzburg, Würzburg, Germany; Helmholtz Institute for RNA-based Infection Research, Würzburg, Germany; Department of Medical Microbiology, University Medical Center Utrecht, Utrecht, Netherlands"
"Brodt S., Gais S., Beck J., Erb M., Scheffler K., Schönauer M.",Fast track to the neocortex: A memory engram in the posterior parietal cortex,2018,Science,5,"Institute of Medical Psychology and Behavioral Neurobiology, University of Tübingen, Tübingen, Germany; Max-Planck-Institute for Biological Cybernetics, Tübingen, Germany; Biomedical Magnetic Resonance, Universitätsklinikum Tübingen, Tübingen, Germany; Princeton Neuroscience Institute, Princeton University, Princeton, NJ, United States"
"Drieu C., Todorova R., Zugaro M.",Nested sequences of hippocampal assemblies during behavior support subsequent sleep replay,2018,"Science (New York, N.Y.)",5,"Center for Interdisciplinary Research in Biology (CIRB), Collège de France, CNRS, INSERM, PSL Research University, Paris, France"
"Kubelka V., Šálek M., Tomkovich P., Végvári Z., Freckleton R.P., Székely T.",Global pattern of nest predation is disrupted by climate change in shorebirds,2018,"Science (New York, N.Y.)",5,"Department of Ecology, Charles University in Prague, Vinicna 7, Prague, 128 44, Czech Republic; Milner Centre for Evolution, University of Bath, Claverton Down, Bath, BA2 7AY, United Kingdom; Faculty of Environmental Sciences, Czech University of Life Sciences Prague, Kamycka 129, Prague, 165 21, Czech Republic; Zoological Museum, Moscow MV Lomonosov State University, Bolshaya Nikitskaya Str 6, Moscow, 125009, Russian Federation; Department of Conservation Zoology, University of Debrecen, Egyetem tér 1, Debrecen, H-4032, Hungary; Hortobágy National Park Directorate, Sumen u. 2, Debrecen, H-4024, Hungary; Department of Animal and Plant Sciences, University of Sheffield, Alfred Denny Building ,Western Bank, Sheffield, S10 2TN, United Kingdom; Milner Centre for Evolution, University of Bath, Claverton Down, Bath, BA2 7AY, United Kingdom; Department of Evolutionary Zoology and Human Biology, University of Debrecen, Egyetem tér 1, Debrecen, H-4032, Hungary; State Key Laboratory of Biocontrol and College of Ecology and Evolution, Sun Yat-sen University, Guangzhou, 510275, China; Ministry of Education Key Laboratory for Biodiversity Sciences and Ecological Engineering, College of Life Sciences, Beijing Normal University, Beijing, 100875, China"
"Evans R.E., Bhaskar M.K., Sukachev D.D., Nguyen C.T., Sipahigil A., Burek M.J., Machielse B., Zhang G.H., Zibrov A.S., Bielejec E., Park H., Lončar M., Lukin M.D.",Photon-mediated interactions between quantum emitters in a diamond nanocavity,2018,Science,5,"Department of Physics, Harvard University, Cambridge, MA  02138, United States; Institute for Quantum Information and Matter and Thomas J. Watson, Sr., Laboratory of Applied Physics, California Institute of Technology, Pasadena, CA  91125, United States; John A. Paulson School of Engineering and Applied Sciences, Harvard University, Cambridge, MA  02138, United States; Sandia National Laboratories, Albuquerque, NM  87185, United States; Department of Chemistry and Chemical Biology, Harvard University, Cambridge, MA  02138, United States"
"Chen X., Sun X., Yang W., Yang B., Zhao X., Chen S., He L., Chen H., Yang C., Xiao L., Chang Z., Guo J., He J., Zhang F., Zheng F., Hu Z., Yang Z., Lou J., Zheng W., Qi H., Xu C., Zhang H., Shan H., Zhou X.-J., Wang Q., Shi Y., Lai L., Li Z., Liu W.",An autoimmune disease variant of IgG1 modulates B cell activation and differentiation,2018,Science,5,"Ministry of Education Key Laboratory of Protein Sciences, Center for Life Sciences, Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases, Institute for Immunology, School of Life Sciences, Tsinghua University, Beijing, 100084, China; Department of Rheumatology and Immunology, Peking University People's Hospital, Beijing Key Laboratory for Rheumatism and Immune Diagnosis (BZ0135), Peking-Tsinghua Center for Life Sciences, State Key Laboratory of Natural and Biomimetic Drugs, Peking University, Beijing, 100044, China; School of Life Sciences, Tsinghua University, Beijing, 100084, China; Laboratory of RNA Biology, Institute of Biophysics, Chinese Academy of Sciences, Beijing, 100101, China; Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing, 100101, China; Department of Immunology, School of Basic Medicine, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, 430030, China; Department of Epidemiology, Center for Global Health, School of Public Health, Nanjing Medical University, Nanjing, 211166, China; Cardiovascular Research Institute, University of California, San Francisco, San Francisco, CA  94143, United States; Department of Rheumatology and Clinical Immunology, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, 100730, China; Tsinghua-Peking Center for Life Sciences, Laboratory of Dynamic Immunobiology, School of Medicine, Tsinghua University, Beijing, 100084, China; State Key Laboratory of Molecular Biology, Shanghai Science Research Center, CAS Center for Excellence in Molecular Cell Science, Shanghai Institute of Biochemistry and Cell Biology, Chinese Academy of Sciences, Shanghai, 200031, China; Renal Division, Peking University First Hospital, Peking University Institute of Nephrology, Key Laboratory of Renal Disease, Ministry of Health of China, Beijing, 100034, China; Department of Rheumatism and Immunology, Peking University Shenzhen Hospital, Shenzhen, 518036, China; CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing, 100101, China; Research Network of Immunity and Health (RNIH), Beijing Institutes of Life Science, Chinese Academy of Sciences, Beijing, 100101, China; BNLMS, State Key Laboratory for Structural Chemistry of Unstable and Stable Species, Peking-Tsinghua Center for Life Sciences, College of Chemistry and Molecular Engineering, Center for Quantitative Biology, Peking University, Beijing, 100871, China; Beijing Key Lab for Immunological Research on Chronic Diseases, Beijing, 100084, China"
"Babayan S.A., Orton R.J., Streicker D.G.",Predicting reservoir hosts and arthropod vectors from evolutionary signatures in RNA virus genomes,2018,Science,5,"Institute of Biodiversity, Animal Health and Comparative Medicine, University of Glasgow, Glasgow, G12 8QQ,, United Kingdom; Moredun Research Institute, Pentlands Science Park, Penicuik, EH26 0PZ, United Kingdom; MRC-University of Glasgow Centre for Virus Research, Glasgow, G61 1QH, United Kingdom"
"Ramrath D.J.F., Niemann M., Leibundgut M., Bieri P., Prange C., Horn E.K., Leitner A., Boehringer D., Schneider A., Ban N.",Evolutionary shift toward protein-based architecture in trypanosomal mitochondrial ribosomes,2018,Science,5,"Department of Biology, Institute of Molecular Biology and Biophysics, ETH Zurich, Otto-Stern-Weg 5, Zurich, CH-8093, Switzerland; Department of Chemistry and Biochemistry, University of Bern, Bern, CH-3012, Switzerland; Department of Biology, Institute of Molecular Systems Biology, ETH Zurich, Auguste-Piccard-Hof 1, Zurich, CH-8093, Switzerland"
"Moeller A.H., Suzuki T.A., Phifer-Rixey M., Nachman M.W.",Transmission modes of the mammalian gut microbiota,2018,Science,5,"Miller Institute for Basic Research in Science, University of California, Berkeley, CA  94720, United States; Museum of Vertebrate Zoology, University of California, Berkeley, CA  94720, United States; Department of Integrative Biology, University of California, Berkeley, CA  94720, United States; Department of Biology, Monmouth University, West Long Branch, NJ  07764, United States; Department of Ecology and Evolutionary Biology, Cornell University, New York, NY  14853, United States"
"Ripka F., Kübler H., Löw R., Pfau T.",A room-temperature single-photon source based on strongly interacting Rydberg atoms,2018,Science,5,"Physikalisches Institut, Universität Stuttgart, Center for Integrated Quantum Science and Technology, Stuttgart, 70569, Germany"
"Guo L., Winzer T., Yang X., Li Y., Ning Z., He Z., Teodor R., Lu Y., Bowser T.A., Graham I.A., Ye K.",The opium poppy genome and morphinan production,2018,Science,5,"MOE, Key Lab for Intelligent Networks and Networks Security, School of Electronics and Information Engineering, Xi'an Jiaotong University, Xi'an, 710049, China; First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, 710061, China; School of Life Science and Technology, Xi'an Jiaotong University, Xi'an, 710049, China; Centre for Novel Agricultural Products, Department of Biology, University of York, York, YO10 5DD, United Kingdom; Computer Science Department, School of Electronics and Information Engineering, Xi'an Jiaotong University, Xi'an, 710049, China; Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SA, United Kingdom; Shanghai Ocean University, Shanghai, 201306, China; Sun Pharmaceutical Industries Australia, Princes Highway, Port Fairy, VIC  3284, Australia; Collaborative Innovation Center for Genetics and Development, School of Life Sciences, Fudan University, Shanghai, China"
"De K., Kasliwal M.M., Ofek E.O., Moriya T.J., Burke J., Cao Y., Cenko S.B., Doran G.B., Duggan G.E., Fender R.P., Fransson C., Gal-Yam A., Horesh A., Kulkarni S.R., Laher R.R., Lunnan R., Manulis I., Masci F., Mazzali P.A., Nugent P.E., Perley D.A., Petrushevska T., Piro A.L., Rumsey C., Sollerman J., Sullivan M., Taddia F.",A hot and fast ultra-stripped supernova that likely formed a compact neutron star binary,2018,Science,5,"Cahill Centre for Astrophysics, California Institute of Technology, 1200 East California Boulevard, Pasadena, CA  91125, United States; Department of Particle Physics and Astrophysics, Faculty of Physics, Weizmann Institute of Science, Rehovot, 76100, Israel; Division of Theoretical Astronomy, National Astronomical Observatory of Japan, National Institutes of Natural Sciences, 2-21-1 Osawa, Mitaka, Tokyo, 181-8588, Japan; Las Cumbres Observatory, 6740 Cortona Drive, Goleta, CA  93117, United States; Department of Physics, University of California, Santa Barbara, CA  93106, United States; Department of Astronomy, University of Washington, Box 351580, Seattle, WA  98195, United States; Astrophysics Science Division, NASA Goddard Space Flight Center, Mail Code 661, Greenbelt, MD  20771, United States; Joint Space-Science Institute, University of Maryland, College Park, MD  20742, United States; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA  91109, United States; Department of Physics, Astrophysics, University of Oxford, Denys Wilkinson Building, Oxford, OX1 3RH, United Kingdom; Oskar Klein Centre, Department of Astronomy, Stockholm University, Stockholm, 106 91, Sweden; Racah Institute of Physics, Hebrew University of Jerusalem, Jerusalem, 91904, Israel; Infrared Processing and Analysis Center, California Institute of Technology, MS 100-22, Pasadena, CA  91125, United States; Astrophysics Research Institute, Liverpool John Moores University, Liverpool, L3 5RF, United Kingdom; Max-Planck-Institut Für Astrophysik, Karl-Schwarzschild-Str. 1, Garching bei München, D-85748, Germany; Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Department of Astronomy, University of California, Berkeley, CA  94720, United States; Oskar Klein Centre, Department of Physics, Stockholm University, Stockholm, 106 91, Sweden; Centre for Astrophysics and Cosmology, University of Nova Gorica, Vipavska 11c, Ajdovšcina, 5270, Slovenia; Observatories of the Carnegie Institution for Science, 813 Santa Barbara Street, Pasadena, CA  91101, United States; Astrophysics Group, Cavendish Laboratory, 19 J J Thomson Avenue, Cambridge, CB3 0HE, United Kingdom; Department of Physics and Astronomy, University of Southampton, Southampton, SO17 1BJ, United Kingdom"
